sold_date,price,beds,baths,area,lot_size,year_built,hoa_month,town,municipality,long,lat
2023-12-11,680000,5,3,3369,0.23999081726354454,1910,,Ithaca,Ithaca city,-76.48313866657995,42.43762538326605
2023-12-08,770000,5,,8253,0.21308539944903582,1888,,Ithaca,Ithaca city,-76.50091756999755,42.44146215075296
2023-12-07,235000,4,2,1881,0.6399908172635446,1972,,Newfield,Unincorporated,-76.56770010621611,42.349884538734464
2023-12-06,380000,3,2,1889,0.1097107438016529,1930,,Ithaca,Ithaca city,-76.49062685490338,42.43619832717085
2023-12-05,185800,2,1.5,960,0.15,1900,,Ithaca,Ithaca city,-76.50108739884519,42.45187981704303
2023-12-05,235000,3,1,1512,0.6887052341597796,1947,,Ithaca,Unincorporated,-76.50396478428303,42.40816488779155
2023-12-04,400000,3,1.5,1670,0.1,1860,,Ithaca,Ithaca city,-76.49630610903391,42.45038571975438
2023-11-30,150000,5,2,1968,0.6,1986,,Spencer,Spencer village,-76.49046469745373,42.210247923581136
2023-11-29,325000,3,1.5,1260,0.6313131313131313,1960,,Ithaca,Unincorporated,-76.53382570817735,42.438148704102474
2023-11-29,312000,3,1,1240,0.7230945821854913,1952,,Ithaca,Unincorporated,-76.53405394065658,42.44133134983997
2023-11-28,225000,2,1.5,1047,0.08000459136822773,1939,,Ithaca,Ithaca city,-76.50576149151226,42.43372803359539
2023-11-27,140000,3,2,1152,9.030004591368227,2018,,Newfield,Unincorporated,-76.61016840370837,42.387116184441865
2023-11-27,265000,3,1,1060,0.48999081726354454,1930,,Ithaca,Ithaca city,-76.51789209088219,42.44964960739104
2023-11-21,166000,4,2,1224,0.6899908172635445,1970,,Newfield,Unincorporated,-76.63276666877799,42.38574681978061
2023-11-20,369900,3,2.5,2040,1.1300045913682277,2009,,Newfield,Unincorporated,-76.58514916537602,42.39331887245046
2023-11-18,250000,,,3200,2.4,1960,,Newfield,Unincorporated,-76.68944229255064,42.28855611796209
2023-11-15,148000,3,2,1332,5.7600091827364555,2003,,Danby,Unincorporated,-76.51761495769738,42.29324985177874
2023-11-14,265000,4,2,1381,0.9800045913682277,1938,,Newfield,Unincorporated,-76.56887925744316,42.38501560433866
2023-11-14,384000,4,2,2026,0.6887052341597796,1964,,Ithaca,Unincorporated,-76.56766459422998,42.435185597109154
2023-11-13,190000,2,1,862,0.2869605142332415,1935,,Ithaca,Unincorporated,-76.50448130415519,42.4084835214844
2023-11-08,607000,,,2452,0.16000918273645545,1895,,Ithaca,Ithaca city,-76.49265912324493,42.44895731393594
2023-10-31,425000,6,2,2063,0.3,1985,,Ithaca,Unincorporated,-76.48635315358445,42.42654056584754
2023-10-31,570000,,,2040,0.36999540863177227,1873,,Ithaca,Ithaca city,-76.49267479026751,42.44890509053373
2023-10-30,248500,2,2,1300,2.1263085399449038,1959,,Enfield,Unincorporated,-76.63445938229285,42.392934528857154
2023-10-23,200000,4,2,2001,1.7300045913682278,1988,,Danby,Unincorporated,-76.5221292487037,42.323558512022885
2023-10-23,215000,3,2,1872,0.10227272727272728,1890,,Ithaca,Ithaca city,-76.50134362670624,42.43346042229477
2023-10-23,200000,4,2,2012,1.7300045913682278,1988,,Danby,Unincorporated,-76.5221292487037,42.323558512022885
2023-10-20,405000,3,1.5,1798,0.11999540863177227,2006,,Ithaca,Ithaca city,-76.50284068510311,42.438456769349344
2023-10-18,187000,3,1,1613,1.578236914600551,1860,,Newfield,Unincorporated,-76.58905770967935,42.359552533664576
2023-10-13,245000,4,2,1741,0.07575757575757576,1900,,Ithaca,Ithaca city,-76.50454464069506,42.43760872619625
2023-10-12,264000,2,1,1268,0.16101928374655647,1946,,Ithaca,Ithaca city,-76.50160140393281,42.43183030549451
2023-10-12,71000,3,2,2353,0.13999081726354454,1900,,Ithaca,Ithaca city,-76.50390669197182,42.437425657290554
2023-10-10,122034,2,1.5,1134,0.03000459136822773,2014,185,Ithaca,Unincorporated,-76.50496353979366,42.407543018428385
2023-10-10,265004,4,1.5,2240,0.5399908172635446,1850,,Newfield,Unincorporated,-76.6326072179671,42.38472763406946
2023-10-06,305000,2,1,1022,0.16124885215794307,1880,,Ithaca,Ithaca city,-76.50649387602901,42.437432288210665
2023-10-04,195000,1,1,192,5,2020,,Newfield,Unincorporated,-76.67063540755561,42.37566587499887
2023-10-03,330000,3,1.5,1986,44.280004591368225,1980,,Newfield,Unincorporated,-76.62127095601448,42.389338264288966
2023-10-02,340900,4,2,2064,0.31000918273645545,1905,,Ithaca,Unincorporated,-76.48770227044645,42.42571856714737
2023-09-29,271500,5,1.5,2484,0.9,1968,,Newfield,Unincorporated,-76.61802967632669,42.37231284665385
2023-09-25,175000,3,2,1904,1.0199954086317722,2009,,Newfield,Unincorporated,-76.60464124458058,42.388587265297126
2023-09-22,315000,,,2064,0.14256198347107438,1900,,Ithaca,Ithaca city,-76.49666080262014,42.436566843436076
2023-09-22,295000,2,1,1340,0.23999081726354454,1951,,Ithaca,Ithaca city,-76.5238579522494,42.45225468755115
2023-09-22,608000,5,3,2287,0.4800045913682277,1994,,Ithaca,Unincorporated,-76.48596687842358,42.40475856549954
2023-09-22,34500,5,2.5,1626,0.7300045913682277,1870,,Enfield,Unincorporated,-76.62959532501245,42.4222107255307
2023-09-21,360000,3,2,1580,0.08999081726354453,1900,,Ithaca,Ithaca city,-76.49717125656433,42.447513325018065
2023-09-20,622000,4,3.5,3007,0.6699954086317723,1993,,Ithaca,Unincorporated,-76.48435642790682,42.40651179903029
2023-09-19,684000,3,2.5,2704,0.26000918273645546,1959,,Ithaca,Ithaca city,-76.47360453694941,42.433549264434745
2023-09-15,395000,4,2,2320,1.2600091827364555,1957,,Ithaca,Unincorporated,-76.53406641956175,42.44173377750055
2023-09-13,299000,3,1,1362,0.1,1855,,Ithaca,Ithaca city,-76.49468548465615,42.446449551494354
2023-09-12,477500,5,2.5,2566,0.08999081726354453,1870,,Ithaca,Ithaca city,-76.49833120382706,42.44635899501111
2023-09-06,427500,3,2,1869,0.16000918273645545,1927,,Ithaca,Ithaca city,-76.49222488627292,42.449869255164025
2023-09-05,605000,4,3,2922,13.280004591368227,1859,,Ithaca,Unincorporated,-76.49980410084714,42.3988522534945
2023-09-01,805000,,,4500,0.05,1920,,Ithaca,Ithaca city,-76.49612789401883,42.436697968025136
2023-08-31,370000,,,2789,0.08000459136822773,1875,,Ithaca,Ithaca city,-76.50076379978118,42.438489712301894
2023-08-30,363000,3,2,1506,0.1837465564738292,1920,,Ithaca,Ithaca city,-76.49224631985744,42.43570284295331
2023-08-29,431500,5,4,3088,0.35,1985,,Ithaca,Ithaca city,-76.5207210163049,42.44271265351288
2023-08-24,348500,3,2,1130,0.06799816345270891,1920,,Ithaca,Ithaca city,-76.50393312930287,42.433791214269306
2023-08-24,379500,3,2,1196,0.05303030303030303,1900,,Ithaca,Ithaca city,-76.49797168760287,42.44279926956217
2023-08-21,152000,3,2,1248,1.3800045913682277,1989,,Newfield,Unincorporated,-76.57849384281582,42.32620269116202
2023-08-18,215000,6,3,2384,0.23028007346189164,1900,,Ithaca,Ithaca city,-76.49549052859763,42.432160453286045
2023-08-16,473500,4,2.5,2050,0.28999081726354453,1961,,Ithaca,Ithaca city,-76.47414440353629,42.43343823566893
2023-08-16,406000,3,2,1458,1.5399908172635446,2004,,Ithaca,Unincorporated,-76.53896895576422,42.418965839003256
2023-08-15,290000,5,2,1800,0.12376033057851239,1900,,Ithaca,Ithaca city,-76.49454742809127,42.44396039039665
2023-08-14,454000,3,2.5,2192,0.5399908172635446,1991,,Ithaca,Unincorporated,-76.48118583497599,42.40487452724288
2023-08-14,350000,3,2,2524,2,1988,,Enfield,Unincorporated,-76.58771247517087,42.451410911752625
2023-08-14,349000,3,1.5,1705,0.06000918273645546,1870,,Ithaca,Ithaca city,-76.49275643381685,42.43749825950927
2023-08-14,488000,4,2,1800,0.125,1915,,Ithaca,Ithaca city,-76.48252754200924,42.43492617065122
2023-08-11,321000,3,2,1825,0.8199954086317722,1955,,Newfield,Unincorporated,-76.66462589305421,42.317288977723656
2023-08-11,397500,3,2,1488,0.16999540863177226,1880,,Ithaca,Ithaca city,-76.50680688241765,42.44125933977836
2023-08-11,290000,3,2,1648,0.0642791551882461,1870,,Ithaca,Ithaca city,-76.49942889992536,42.44957836627002
2023-08-09,700000,4,2.5,3004,1.3600091827364555,1996,,Ithaca,Unincorporated,-76.48175796861017,42.404997944745716
2023-08-08,325000,3,1,1360,0.11000918273645546,1860,,Ithaca,Ithaca city,-76.49496746310864,42.448658698452505
2023-08-08,228000,4,1.5,2638,1.1399908172635445,1968,,Newfield,Unincorporated,-76.58940205700817,42.331692626929694
2023-08-04,580000,5,3,3308,8.039990817263545,1860,,Enfield,Unincorporated,-76.59543724145423,42.42243387055025
2023-08-04,188000,3,1,816,0.10289256198347108,1954,,Ithaca,Ithaca city,-76.50622251160668,42.43386175405003
2023-08-02,300000,3,2,1248,0.06060606060606061,1910,,Ithaca,Ithaca city,-76.50578231404677,42.443466298081994
2023-08-01,510114,3,1.5,1472,0.09090909090909091,1870,,Ithaca,Ithaca city,-76.50309117398264,42.44442608946106
2023-07-28,350000,2,1,1055,,1930,,Ithaca,Ithaca city,-76.50441360863448,42.4366509789534
2023-07-27,439000,3,2,1665,,1920,,Ithaca,Ithaca city,-76.48101410294402,42.4392276669481
2023-07-27,456000,3,2.5,1464,0.45,1985,,Ithaca,Unincorporated,-76.48185022718967,42.418548617217084
2023-07-27,390000,4,3,2513,0.5699954086317722,1987,,Ithaca,Unincorporated,-76.48377070889991,42.420923651856924
2023-07-25,450000,3,2,1960,5.039990817263544,2016,,Newfield,Unincorporated,-76.6079036412835,42.34577782617496
2023-07-24,619000,4,3,3012,5,1990,,Danby,Unincorporated,-76.48133716838615,42.345059719631074
2023-07-24,700000,4,3.5,2674,0.08999081726354453,2001,,Ithaca,Ithaca city,-76.4989189162637,42.44489062955222
2023-07-24,503129,4,2,1784,0.13000459136822773,1900,,Ithaca,Ithaca city,-76.50680453979794,42.441211483326015
2023-07-20,425000,3,2.5,1590,0.14653351698806244,1910,,Ithaca,Ithaca city,-76.48255438259993,42.43494120138574
2023-07-18,659000,4,2.5,2725,0.28000459136822775,1905,,Ithaca,Ithaca city,-76.49142538972755,42.45069756448049
2023-07-14,229000,3,1.5,1678,1.1399908172635445,1974,,Newfield,Unincorporated,-76.61837315686788,42.3721240645242
2023-07-14,147000,3,1,1056,0.6899908172635445,1974,,Newfield,Unincorporated,-76.61466542745889,42.37311371657025
2023-07-14,660000,5,3.5,3242,0.7899908172635446,1974,,Ithaca,Ithaca city,-76.52089412322057,42.441701693521736
2023-07-13,315000,3,2,2084,0.18999081726354453,1930,,Ithaca,Ithaca city,-76.49519976107591,42.43129079093889
2023-07-12,290000,2,1,1000,0.03999081726354454,1890,,Ithaca,Ithaca city,-76.49970614789824,42.44484776306
2023-07-10,309500,3,1,1164,1.4100091827364554,1995,,Ithaca,Unincorporated,-76.53503982496859,42.42222867085312
2023-07-10,325000,3,2,1459,0.7600091827364555,1935,,Ithaca,Unincorporated,-76.50245318525079,42.40504280049775
2023-07-06,45000,2,1,850,1.8,1990,,Enfield,Unincorporated,-76.60831356282853,42.4516287668141
2023-07-06,460000,3,1,1436,0.03999081726354454,1890,,Ithaca,Ithaca city,-76.499173855978,42.44614242887666
2023-07-03,574500,4,2.5,2988,0.8699954086317723,1989,,Ithaca,Unincorporated,-76.4864053157416,42.40164231317398
2023-07-03,375000,4,2,1853,0.7199954086317722,1936,,Ithaca,Unincorporated,-76.49906354303829,42.42669408930312
2023-06-30,176000,2,1,864,0.95,1971,,Newfield,Unincorporated,-76.6014732634287,42.353220824534965
2023-06-30,480000,4,3,3456,3.7100091827364556,1970,,Ithaca,Unincorporated,-76.53034020832926,42.41872614005743
2023-06-30,365000,4,2,1368,0.13999081726354454,1989,,Ithaca,Ithaca city,-76.47517611515251,42.43791772429461
2023-06-30,525000,4,2,2340,0.21999540863177228,1930,,Ithaca,Ithaca city,-76.48245923872463,42.43602168734617
2023-06-30,290000,2,1.5,1282,0.06000918273645546,1900,,Ithaca,Ithaca city,-76.50445897156708,42.443293810910696
2023-06-30,480000,4,3,3456,3.7100091827364556,1970,,Ithaca,Unincorporated,-76.53034020832926,42.41872614005743
2023-06-29,358950,2,2,1005,,2018,224,Ithaca,Ithaca city,-76.4990909565958,42.43422172154296
2023-06-29,180000,3,1,1144,0.18000459136822775,1966,,Newfield,Unincorporated,-76.5571235991247,42.37392239194263
2023-06-29,143000,3,1.5,1120,1.0399908172635446,1950,,Newfield,Unincorporated,-76.57279410232876,42.37940927400537
2023-06-28,559500,4,2.5,2996,0.5100091827364555,1975,,Ithaca,Unincorporated,-76.48175689181697,42.41845705587859
2023-06-28,465000,3,2,1342,0.21000918273645547,1941,,Ithaca,Ithaca city,-76.47733786585584,42.433416568418664
2023-06-27,425000,3,2,1930,0.15,1920,,Ithaca,Ithaca city,-76.48129489544634,42.43753522923746
2023-06-27,465000,3,2.5,1741,0.16127180899908172,1915,,Ithaca,Ithaca city,-76.48406032946015,42.43680648134961
2023-06-26,123760,2,1.5,1044,0.03000459136822773,2017,,Ithaca,Ithaca city,-76.50215972993082,42.44789460036132
2023-06-26,585000,3,2,2523,23.5,2018,,Newfield,Unincorporated,-76.55304110530653,42.36711200046983
2023-06-26,425000,6,3,2606,0.1,1900,,Ithaca,Ithaca city,-76.50135578280423,42.433712639165044
2023-06-26,371000,3,2,1460,4.6,1950,,Ithaca,Unincorporated,-76.5175500340462,42.40823015518119
2023-06-23,274000,4,2,2016,4.669995408631772,1988,,Newfield,Unincorporated,-76.55891005821489,42.3084050058798
2023-06-23,145000,2,2,1215,0.03999081726354454,1990,,Danby,Unincorporated,-76.49227901053425,42.38339878396491
2023-06-22,491000,3,2,1668,0.1,1900,,Ithaca,Ithaca city,-76.50171475073111,42.445607169133424
2023-06-21,285000,3,1.5,1460,0.3673094582185491,1925,,Ithaca,Unincorporated,-76.52621911297823,42.43916173364789
2023-06-20,250000,3,1,1390,0.7699954086317723,1967,,Enfield,Unincorporated,-76.5899807888514,42.40775239303587
2023-06-20,650000,4,3,2405,2.3699954086317723,1848,,Enfield,Unincorporated,-76.58693041022894,42.42251580010371
2023-06-20,527000,5,2,2040,0.08999081726354453,1966,,Ithaca,Ithaca city,-76.49690753656827,42.44506130119377
2023-06-20,290000,1,1.5,1096,0.31000918273645545,2015,265,Ithaca,Ithaca city,-76.51232793136232,42.440087309637754
2023-06-16,295000,3,2,1597,0.6800045913682278,1952,,Ithaca,Unincorporated,-76.48182805824172,42.40054936706249
2023-06-15,305000,2,1,1000,0.3,1907,718,Ithaca,Ithaca city,-76.49647033554113,42.43581189706578
2023-06-15,305000,2,1,1000,0.3,1907,718,Ithaca,Ithaca city,-76.49647033554113,42.43581189706578
2023-06-13,530000,3,3.5,3696,2.7,2005,,Danby,Unincorporated,-76.50344900185469,42.335722769019455
2023-06-13,530000,3,3.5,3696,2.7,2005,,Danby,Unincorporated,-76.50344900185469,42.335722769019455
2023-06-13,630000,4,2.5,2806,0.21999540863177228,1900,75,Ithaca,Ithaca city,-76.48726351973602,42.43854510757329
2023-06-12,325000,3,2,1889,2.1800045913682276,1936,,Newfield,Unincorporated,-76.57133811810199,42.3820567544297
2023-06-09,401000,4,2,2240,0.6899908172635445,1972,,Ithaca,Unincorporated,-76.56750835384298,42.43516785110973
2023-06-09,353000,3,1.5,2064,0.13000459136822773,1920,,Ithaca,Ithaca city,-76.51688050171177,42.44576003064738
2023-06-08,450000,5,4,3943,4.269995408631773,2002,,Newfield,Unincorporated,-76.5836066842259,42.381185499799464
2023-06-06,279900,3,1.5,1148,0.1,1918,,Ithaca,Ithaca city,-76.50434863113934,42.44556395335872
2023-06-06,404000,2,2,1429,0.1383838383838384,1860,,Ithaca,Ithaca city,-76.49606257432265,42.44901373918048
2023-06-01,460000,,,3164,,1900,,Ithaca,Ithaca city,-76.49000348876238,42.439182029839166
2023-06-01,286000,3,1.5,2092,0.26000918273645546,1890,,Ithaca,Ithaca city,-76.5169018044777,42.438765083639666
2023-05-31,105000,3,1.5,952,1.9699954086317724,2012,,Danby,Unincorporated,-76.5311824525188,42.32945727392811
2023-05-31,735000,7,3.5,3397,0.21000918273645547,1910,,Ithaca,Ithaca city,-76.47752000052589,42.43905642251215
2023-05-26,225000,4,1,1184,2.8100091827364553,1956,,Danby,Unincorporated,-76.51962310015881,42.32668796668365
2023-05-25,359000,3,1.5,1524,0.06000918273645546,1910,,Ithaca,Ithaca city,-76.50252723659703,42.44444451876703
2023-05-24,255000,3,1,1760,0.1,1880,,Ithaca,Ithaca city,-76.5071762134767,42.44101040160343
2023-05-24,96900,6,3,2066,,1900,,Ithaca,Ithaca city,-76.50442047157502,42.436765458401936
2023-05-22,300000,3,1.5,1625,0.09343434343434344,1880,,Ithaca,Ithaca city,-76.518532030073,42.438348417206896
2023-05-17,325000,6,3,4914,4.369995408631772,1974,,Ithaca,Unincorporated,-76.49827350729105,42.39557840862474
2023-05-17,268000,3,3,1217,0.6199954086317723,1950,,Danby,Unincorporated,-76.4926135618991,42.34676241301181
2023-05-15,555000,4,1.5,2138,0.11000918273645546,1900,,Ithaca,Ithaca city,-76.49958138907961,42.4446923258029
2023-05-15,572500,3,2.5,2280,0.23000459136822773,1928,,Ithaca,Ithaca city,-76.48129735202076,42.43765814521866
2023-05-12,62000,3,2,1056,9.4,1983,,Enfield,Unincorporated,-76.6293177216128,42.42033975392025
2023-05-10,290000,4,3.5,2570,0.6,1862,,Newfield,Unincorporated,-76.59325807613072,42.360835915456256
2023-05-08,150000,2,1.5,1020,0.05509641873278237,2002,,Ithaca,Ithaca city,-76.50365145335974,42.435375515499416
2023-05-06,355000,3,2,1568,0.1,1860,,Ithaca,Ithaca city,-76.4980963463861,42.44515850455983
2023-05-02,318000,3,1.5,1268,0.06999540863177227,1910,,Ithaca,Ithaca city,-76.49872392829468,42.4346401426737
2023-05-02,265000,5,3,2256,0.25,1968,,Ithaca,Ithaca city,-76.5218464858096,42.45037593795102
2023-05-01,178800,4,2,1657,0.5100091827364555,1943,,Newfield,Unincorporated,-76.58552896653083,42.36395895149586
2023-05-01,180000,2,1,768,0.5899908172635445,1976,,Ithaca,Unincorporated,-76.56282353766579,42.44763637076476
2023-04-26,312000,3,1,1525,0.3,1955,,Ithaca,Ithaca city,-76.52398180468748,42.43977469098532
2023-04-25,120000,3,1,1101,0.6600091827364555,1880,,Newfield,Unincorporated,-76.54126978330692,42.348180267760156
2023-04-21,448000,3,2.5,1685,0.13000459136822773,1860,,Ithaca,Ithaca city,-76.49413473255859,42.43663703124907
2023-04-20,370000,3,2.5,1411,0.36999540863177227,1930,,Ithaca,Ithaca city,-76.51748067488099,42.446788071881144
2023-04-18,406597,3,2.5,2548,0.3,1960,,Ithaca,Ithaca city,-76.47693040818872,42.43406430978056
2023-04-17,118500,2,2,924,4,1981,,Newfield,Unincorporated,-76.60482294562846,42.386785650624184
2023-04-14,180000,,,4390,0.35,1890,,Ithaca,Ithaca city,-76.4934534985179,42.441414212435035
2023-04-13,150000,2,1,1064,0.02878787878787879,2022,,Ithaca,Ithaca city,-76.50395661624617,42.441512118798876
2023-04-13,170000,4,1,1472,11.319995408631772,1860,,Enfield,Unincorporated,-76.57118083483259,42.41646973072145
2023-04-12,406500,2,1,1440,10.6,1984,,Danby,Unincorporated,-76.5063442796811,42.36240627520784
2023-04-12,670000,,,2828,0.15151515151515152,1900,,Ithaca,Ithaca city,-76.48731932489368,42.439995982187995
2023-04-10,505000,,,2752,0.1147842056932966,1890,,Ithaca,Ithaca city,-76.49459329315737,42.43568061208007
2023-04-10,295000,3,1.5,1486,4.610009182736455,1961,,Newfield,Unincorporated,-76.5686892988281,42.38503551626909
2023-04-07,339900,4,2,2032,3.9399908172635447,1982,,Newfield,Unincorporated,-76.60986994033517,42.358359993819846
2023-04-06,352500,2,2,1430,0.22536730945821856,1950,,Ithaca,Ithaca city,-76.48299667735229,42.436476469609445
2023-04-06,269000,3,2,1508,0.6100091827364554,1955,,Danby,Unincorporated,-76.49120305184998,42.38085344019736
2023-04-03,200000,2,1,946,2.019995408631772,1988,,Ithaca,Unincorporated,-76.56701764875892,42.43848273001414
2023-03-31,177000,3,1.5,1254,0.04924242424242424,2002,,Ithaca,Ithaca city,-76.50257761927904,42.4424382132892
2023-03-31,172000,3,1.5,1254,0.03976124885215794,2022,,Ithaca,Ithaca city,-76.50395410627262,42.44146426189591
2023-03-31,462500,3,3,2178,0.5100091827364555,2003,,Ithaca,Unincorporated,-76.48571891091115,42.404813713045634
2023-03-30,653000,4,4,2544,8.030004591368227,1999,,Ithaca,Unincorporated,-76.54335758094487,42.44805983077929
2023-03-28,155000,2,1.5,1150,0.067722681359045,2022,,Ithaca,Ithaca city,-76.50365020280653,42.43535250528576
2023-03-28,314000,4,2,1836,2.2,1950,,Enfield,Unincorporated,-76.66754009405572,42.44966598029823
2023-03-28,436000,3,1,1523,0.15,1939,,Ithaca,Ithaca city,-76.48096479446293,42.436878840625724
2023-03-28,287000,3,1.5,1256,0.06893939393939394,1836,,Ithaca,Ithaca city,-76.50174219399105,42.438319690399645
2023-03-24,242000,3,1,1334,0.15,1910,,Ithaca,Ithaca city,-76.5165162845731,42.44725771732175
2023-03-24,150000,2,1,1064,0.02878787878787879,2022,,Ithaca,Ithaca city,-76.50395787123296,42.441536047250366
2023-03-23,405000,3,2.5,1495,0.11000918273645546,1988,360,Ithaca,Unincorporated,-76.48022176349923,42.406361985368825
2023-03-22,350000,5,3,3080,2.5,1830,,Enfield,Unincorporated,-76.59211198678427,42.422507131070454
2023-03-21,281500,3,2.5,1904,0.13333333333333333,1860,,Ithaca,Ithaca city,-76.5052932408342,42.44106876356498
2023-03-16,170000,4,1,1704,1.0899908172635446,1855,,Newfield,Unincorporated,-76.5893487688985,42.359738689496076
2023-03-15,58500,2,1.5,980,0.01999540863177227,1983,,Ithaca,Ithaca city,-76.51335612380306,42.43244578045152
2023-03-13,274900,3,2,1503,0.5899908172635445,1962,,Newfield,Unincorporated,-76.60621534274644,42.35273826759502
2023-03-10,1175000,,,5351,0.19398530762167127,1975,,Ithaca,Ithaca city,-76.48844552911385,42.438878286158626
2023-03-09,388500,3,1.5,1768,,1950,,Ithaca,Ithaca city,-76.47742515546297,42.43328499655207
2023-03-09,305000,,,1984,0.06000918273645546,1910,,Ithaca,Ithaca city,-76.49819233103298,42.44720413585307
2023-03-07,310000,3,1.5,1206,0.11999540863177227,1891,,Ithaca,Ithaca city,-76.50166580869849,42.449438429603596
2023-03-02,135000,3,1,2192,1.05,1962,,Ithaca,Unincorporated,-76.55959343515141,42.44772614742308
2023-02-28,170000,3,1,1385,0.6199954086317723,1950,,Newfield,Unincorporated,-76.5689856176047,42.384622246693255
2023-02-22,225000,3,3,2128,0.09393939393939393,1860,,Ithaca,Ithaca city,-76.50469181153822,42.44108864550348
2023-02-15,480000,3,1.5,2440,0.15,1910,,Ithaca,Ithaca city,-76.47996059024749,42.43704089219786
2023-02-14,397500,3,2.5,1860,0.7600091827364555,1989,,Ithaca,Unincorporated,-76.52791139678538,42.42817862900082
2023-02-08,50000,2,1,768,9.039990817263545,1954,,Enfield,Unincorporated,-76.63495513134045,42.4358460509235
2023-02-08,160000,4,2,2080,1.9300045913682278,1972,,Danby,Unincorporated,-76.48585396973625,42.349748040335264
2023-02-03,295500,3,1.5,2390,0.13000459136822773,1939,,Ithaca,Ithaca city,-76.50702311783311,42.44430202970965
2023-02-03,285000,4,2,1890,0.6887052341597796,1950,,Ithaca,Unincorporated,-76.48135331133606,42.39894909402437
2023-01-30,242500,3,2,1688,0.3399908172635445,1920,,Ithaca,Unincorporated,-76.48635921566768,42.42418592007254
2023-01-27,240000,3,1.5,1504,3.9899908172635445,1971,,Newfield,Unincorporated,-76.61555246702135,42.374561048174535
2023-01-26,314000,3,1.5,1408,0.06313131313131314,1890,,Ithaca,Ithaca city,-76.49613444479377,42.44758632571493
2023-01-25,173750,4,2,1568,1.3699954086317723,1994,,Enfield,Unincorporated,-76.57021889418249,42.42681432132029
2023-01-24,354856,3,2.5,2740,1.3199954086317722,2003,,Danby,Unincorporated,-76.4898912337244,42.37713661420281
2023-01-24,234060,3,2,1568,2.4399908172635447,1996,,Enfield,Unincorporated,-76.62496261550747,42.43459821532509
2023-01-24,275000,3,1,2076,1.2300045913682278,1959,,Newfield,Unincorporated,-76.58854075678238,42.364364784439715
2023-01-19,305000,5,2,2346,3.7399908172635445,1985,,Danby,Unincorporated,-76.47739464673487,42.3889631861617
2023-01-12,200000,2,2,1190,0.1,1987,330,Ithaca,Unincorporated,-76.47828098064181,42.40464921862607
2023-12-26,135000,3,2,1536,3,1985,,Danby,Unincorporated,-76.4681724164553,42.34432417344798
2023-12-12,385000,4,2.5,1810,1.3300045913682277,1964,,Ithaca,Unincorporated,-76.46145002107689,42.423019786503595
2023-12-04,561000,2,2,2520,4.229981634527089,1991,,Dryden,Unincorporated,-76.39564817203623,42.40595863072723
2023-12-01,445000,6,3,2793,0.6899908172635445,1960,,Caroline,Unincorporated,-76.3726625901195,42.41375427486913
2023-11-29,566000,3,2.5,3927,0.13000459136822773,2023,240,Dryden,Unincorporated,-76.37569235562283,42.42458806224037
2023-11-17,540000,4,3.5,2858,15.039990817263545,1978,,Ithaca,Unincorporated,-76.45408709935815,42.3979339888432
2023-11-13,575000,4,2,2715,60.389990817263545,1990,,Caroline,Unincorporated,-76.32805737277734,42.34889295167958
2023-11-13,275000,4,2,1812,1,1991,,Danby,Unincorporated,-76.47123488809132,42.37104735710387
2023-11-02,230000,3,1.5,1504,0.7699954086317723,1880,,Caroline,Unincorporated,-76.29432218064362,42.37820863276671
2023-11-02,275000,3,1,1775,1.5,1956,,Caroline,Unincorporated,-76.41015935009716,42.39416934815642
2023-10-31,347500,4,3,1344,1.0699954086317722,1984,,Dryden,Unincorporated,-76.44597355840882,42.422712281779
2023-10-16,350700,2,1,1488,7.219995408631772,1985,,Danby,Unincorporated,-76.45235329190668,42.354459152594934
2023-09-25,182000,2,1,1280,2.2,1939,,Caroline,Unincorporated,-76.33360733723,42.39469475087894
2023-09-19,285000,2,1.5,1230,0.03999081726354454,1986,285,Ithaca,Unincorporated,-76.46755896181716,42.42540165435251
2023-09-15,541000,4,3,2577,1.4600091827364554,1967,,Dryden,Unincorporated,-76.39940505152757,42.42757540423521
2023-09-13,285000,3,2,2311,1.2699954086317722,1965,,Caroline,Unincorporated,-76.33374554694191,42.39048284788884
2023-09-08,32001,2,1,640,0.95,1940,,Caroline,Unincorporated,-76.3047020268535,42.391596228447064
2023-09-08,215000,2,1,864,0.01999540863177227,1983,285,Ithaca,Unincorporated,-76.46406317672931,42.42335262826262
2023-09-06,355000,3,2.5,1944,1.7399908172635445,1972,,Dryden,Unincorporated,-76.39689155048882,42.41133588757015
2023-09-01,329500,4,1.5,2073,4.480004591368227,1848,,Caroline,Unincorporated,-76.35079828255954,42.40919824806761
2023-08-18,259000,3,2,1378,0.5199954086317723,1949,,Dryden,Unincorporated,-76.43621248432223,42.40876658822037
2023-08-17,300000,3,2,1412,10.4,1994,,Danby,Unincorporated,-76.46516086626542,42.30819690643585
2023-08-16,308000,4,1.5,1723,3.4300045913682276,1935,,Ithaca,Unincorporated,-76.4592626648943,42.399749074462306
2023-08-11,339000,5,3,2240,2,2017,,Danby,Unincorporated,-76.45494047096598,42.38356240503796
2023-08-09,550000,3,2,1750,3.6300045913682277,1958,,Dryden,Unincorporated,-76.39149888919368,42.40392511252166
2023-07-31,455000,4,2.5,2294,1,1962,,Ithaca,Unincorporated,-76.46165233332233,42.42405206369892
2023-07-31,328000,4,2.5,2269,0.31000918273645545,1885,,Caroline,Unincorporated,-76.40340301600833,42.38522891134443
